;cod_modelo_color;cod_color_code;des_agrup_color_eng;des_fabric;des_product_category;des_product_family
4299;47001195-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
4300;47046312-05;05;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4301;47075944-88;88;PINK;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
4302;47037829-05;05;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
4303;47037834-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
4304;47084435-99;99;GREY;T-TRICOT;Tops;Sweater
4305;57072503-02;02;WHITE;K-CIRCULAR;Tops;T-shirt
4306;57000205-TN;TN;GREY;J-JEANS;Bottoms;Shorts
4307;57065786-05;05;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
4308;57034415-05;05;WHITE;K-CIRCULAR;Tops;T-shirt
4309;57075788-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4310;57046309-43;43;GREEN;T-TRICOT;Tops;Tops
4311;57004432-70;70;RED;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
4312;57033814-49;49;GREEN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4313;57085793-37;37;BROWN;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
4314;57025807-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
4315;57077726-01;01;WHITE;K-CIRCULAR;Tops;T-shirt
4316;57013823-05;05;WHITE;P-PLANA;Tops;Shirt
4317;57085807-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
4318;57097728-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4319;57097749-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
4320;57008277-TO;TO;BLUE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
4321;57047761-99;99;GREY;P-PLANA;Outerwear;Coats
4322;57068278-05;05;WHITE;P-PLANA;Outerwear;Coats
4323;43080722-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
4324;53060518-02;02;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4325;53080584-02;02;WHITE;P-PLANA;Bottoms;Shorts
4326;53040609-CU;CU;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
4327;53000626-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4328;53090679-07;07;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties
4329;53050706-81;81;PINK;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
4330;53030819-05;05;WHITE;P-PLANA;Bottoms;Skirts
4331;53055717-99;99;GREY;L-PIEL;Bottoms;Skirts
4332;53095751-99;99;GREY;P-PLANA;Tops;Shirt
4333;53003062-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4334;53055781-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
4335;57095938-70;70;RED;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4336;57037702-43;43;GREEN;P-PLANA;Tops;Shirt
4337;37095905-56;56;BLUE;P-PLANA;Bottoms;Skirts
4338;47037654-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
4339;47087105-99;99;GREY;P-PLANA;Bottoms;Trousers
4340;57010039-85;85;PINK;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4341;47065961-05;05;WHITE;J-JEANS;Bottoms;Jeans
4342;57030247-01;01;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4343;57050312-99;99;GREY;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
4344;57020363-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
4345;57042889-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4346;57053802-TN;TN;GREY;J-JEANS;Bottoms;Skirts
4347;57013804-43;43;GREEN;P-PLANA;Bottoms;Trousers
4348;57084408-06;06;WHITE;T-TRICOT;Outerwear;Coats
4349;57045789-76;76;RED;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4350;57000374-20;20;ORANGE;P-PLANA;Bottoms;Shorts
4351;57025986-99;99;GREY;L-PIEL;Bottoms;Skirts
4352;57055801-37;37;BROWN;K-CIRCULAR;Bottoms;Trousers
4353;57006013-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
4354;57076008-80;80;PINK;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4355;57067720-99;99;GREY;P-PLANA;Bottoms;Skirts
4356;57068267-99;99;GREY;P-PLANA;Outerwear;Blazers
4357;57056018-01;01;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
4358;57067732-99;99;GREY;K-CIRCULAR;Tops;T-shirt
4359;57086024-43;43;GREEN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4360;57039111-94;94;GREY;T-TRICOT;Tops;Sweater
4361;57027759-85;85;PINK;K-CIRCULAR;Tops;T-shirt
4362;43039053-02;02;WHITE;P-PLANA;Tops;Shirt
4363;53070610-08;08;WHITE;K-CIRCULAR;Tops;Tops
4364;53060592-12;12;YELLOW;P-PLANA;Tops;Shirt
4365;51013730-56;56;BLUE;P-PLANA;Bottoms;Trousers
4366;53083039-06;06;WHITE;K-CIRCULAR;Tops;T-shirt
4367;53010991-37;37;BROWN;K-CIRCULAR;Tops;T-shirt
4368;53093746-TO;TO;BLUE;P-PLANA;Bottoms;Skirts
4369;53023759-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4370;51025734-30;30;BROWN;P-PLANA;Bottoms;Trousers
4371;53093762-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
4372;53005741-09;09;WHITE;P-PLANA;Bottoms;Trousers
4373;51075762-99;99;GREY;K-CIRCULAR;Tops;Sweatshirts
4374;57067878-70;70;RED;P-PLANA;Outerwear;Blazers
4375;57005654-79;79;RED;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4376;57045924-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
4377;57017687-91;91;GREY;T-TRICOT;Tops;Sweater
4378;57949208-92;92;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
4379;47095651-02;02;WHITE;P-PLANA;Tops;Shirt
4380;47033271-TM;TM;BLUE;J-JEANS;Bottoms;Jeans
4381;47055145-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4382;57010014-37;37;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4383;47097113-01;01;WHITE;K-CIRCULAR;Tops;Tops
4384;57050077-40;40;GREEN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
4385;57012509-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses
4386;57050101-52;52;BLUE;J-JEANS;Bottoms;Trousers
4387;57050253-05;05;WHITE;T-TRICOT;Tops;Sweater
4388;57062510-02;02;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
4389;47029028-02;02;WHITE;P-PLANA;Bottoms;Shorts
4390;57010764-99;99;GREY;K-CIRCULAR;Bottoms;Trousers
4391;57012002-30;30;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
4392;57000422-40;40;GREEN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
4393;57010898-01;01;WHITE;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
4394;57010450-88;88;PINK;P-PLANA;Bottoms;Shorts
4395;57023798-56;56;BLUE;T-TRICOT;Tops;Sweater
4396;57001083-07;07;WHITE;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
4397;57031170-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4398;57075792-01;01;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit
4399;57076308-99;99;GREY;T-TRICOT;Tops;Cardigans
4400;57094032-CU;CU;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
4401;57004054-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
4402;57054427-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4403;57053821-88;88;PINK;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4404;57093820-05;05;WHITE;P-PLANA;Tops;Tops
4405;57087744-01;01;WHITE;K-CIRCULAR;Tops;T-shirt
4406;57047903-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4407;67010361-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
4408;57053276-08;08;WHITE;P-PLANA;Outerwear;Jackets
4409;57073276-20;20;ORANGE;P-PLANA;Bottoms;Trousers
4410;57009098-91;91;GREY;T-TRICOT;Tops;Sweater
4411;43087016-99;99;GREY;P-PLANA;Tops;Shirt
4412;53083023-30;30;BROWN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4413;53060602-TO;TO;BLUE;J-JEANS;Bottoms;Skirts
4414;53070640-OR;OR;WHITE;T-TRICOT;Tops;Cardigans
4415;53010823-20;20;ORANGE;K-CIRCULAR;Tops;T-shirt
4416;51000943-30;30;BROWN;P-PLANA;Tops;Shirt
4417;51045734-99;99;GREY;K-CIRCULAR;Outerwear;Coats
4418;53025737-02;02;WHITE;P-PLANA;Tops;Shirt
4419;51045738-99;99;GREY;P-PLANA;Bottoms;Skirts
4420;53065020-09;09;WHITE;P-PLANA;Outerwear;Jackets
4421;53083784-02;02;WHITE;K-CIRCULAR;Tops;Sweatshirts
4422;53095754-02;02;WHITE;P-PLANA;Tops;Shirt
4423;53005738-99;99;GREY;P-PLANA;Bottoms;Trousers
4424;51075034-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4425;57095902-15;15;YELLOW;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
4426;53127741-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4427;57017687-99;99;GREY;T-TRICOT;Tops;Sweater
4428;57045929-92;92;GREY;K-CIRCULAR;Tops;T-shirt
4429;57014004-28;28;ORANGE;P-PLANA;Bottoms;Trousers
4430;57009222-99;99;GREY;K-CIRCULAR;Tops;T-shirt
4431;47040358-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
4432;47001195-02;02;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
4433;47035849-01;01;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
4434;47055863-68;68;PURPLE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
4435;57030009-09;09;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4436;57040257-02;02;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
4437;57010750-43;43;GREEN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
4438;57084394-65;65;PURPLE;P-PLANA;Bottoms;Skirts
4439;57022886-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4440;57025138-06;06;WHITE;P-PLANA;Outerwear;Coats
4441;57055793-56;56;BLUE;P-PLANA;Bottoms;Skirts
4442;57095793-99;99;GREY;T-TRICOT;Tops;Cardigans
4443;57004789-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
4444;57086003-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
4445;57075147-CU;CU;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
4446;57037741-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
4447;57059097-99;99;GREY;P-PLANA;Outerwear;Blazers
4448;57009098-50;50;BLUE;T-TRICOT;Tops;Sweater
4449;57029112-08;08;WHITE;T-TRICOT;Tops;Sweater
4450;57035152-65;65;PURPLE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4451;57006033-85;85;PINK;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
4452;43005827-05;05;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
4453;51050592-02;02;WHITE;P-PLANA;Tops;Tops
4454;51090613-11;11;YELLOW;P-PLANA;Bottoms;Trousers
4455;53080544-50;50;BLUE;T-TRICOT;Tops;Tops
4456;51000637-02;02;WHITE;K-CIRCULAR;Tops;T-shirt
4457;53040548-05;05;WHITE;T-TRICOT;Tops;Tops
4458;53050669-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses
4459;53075708-08;08;WHITE;P-PLANA;Outerwear;Jackets
4460;43007785-05;05;WHITE;P-PLANA;Tops;Shirt
4461;51093024-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4462;51053728-56;56;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4463;53030871-05;05;WHITE;T-TRICOT;Tops;Tops
4464;53095717-99;99;GREY;P-PLANA;Outerwear;Puffer coats
4465;51010936-02;02;WHITE;K-CIRCULAR;Tops;T-shirt
4466;53003723-94;94;GREY;T-TRICOT;Tops;Sweater
4467;53093739-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4468;51085029-02;02;WHITE;P-PLANA;Outerwear;Coats
4469;53073708-65;65;PURPLE;P-PLANA;Outerwear;Puffer coats
4470;53073774-99;99;GREY;K-CIRCULAR;Tops;T-shirt
4471;51013791-30;30;BROWN;K-CIRCULAR;Tops;T-shirt
4472;57006704-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4473;57065129-99;99;GREY;P-PLANA;Tops;Tops
4474;57047655-02;02;WHITE;P-PLANA;Tops;Shirt
4475;57045934-01;01;WHITE;P-PLANA;Tops;Shirt
4476;57055935-01;01;WHITE;K-CIRCULAR;Tops;T-shirt
4477;57057692-06;06;WHITE;K-CIRCULAR;Tops;T-shirt
4478;57027894-15;15;YELLOW;P-PLANA;Bottoms;Trousers
4479;67060560-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
4480;67090588-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4481;47034416-80;80;PINK;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4482;57030007-05;05;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4483;47055950-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
4484;47067842-30;30;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
4485;57062508-08;08;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4486;57000405-43;43;GREEN;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
4487;57053796-05;05;WHITE;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
4488;57005972-30;30;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties
4489;57086308-99;99;GREY;T-TRICOT;Bottoms;Skirts
4490;57055974-56;56;BLUE;P-PLANA;Bottoms;Shorts
4491;57085795-92;92;GREY;K-CIRCULAR;Bottoms;Skirts
4492;57005795-40;40;GREEN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4493;57045983-78;78;RED;P-PLANA;Tops;Shirt
4494;57063814-99;99;GREY;T-TRICOT;Tops;Sweater
4495;57085989-08;08;WHITE;K-CIRCULAR;Tops;Tops
4496;57061178-70;70;RED;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4497;57056011-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4498;57057730-92;92;GREY;K-CIRCULAR;Tops;T-shirt
4499;43037739-70;70;RED;T-TRICOT;Bottoms;Skirts
4500;53060576-28;28;ORANGE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
4501;53040593-08;08;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
4502;53053023-92;92;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4503;53050619-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4504;53023716-99;99;GREY;T-TRICOT;Tops;Sweater
4505;53041124-08;08;WHITE;P-PLANA;Tops;Shirt
4506;53003776-05;05;WHITE;T-TRICOT;Tops;Sweater
4507;57097877-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4508;53291158-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
4509;57015130-OR;OR;WHITE;P-PLANA;Tops;Tops
4510;57067105-70;70;RED;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4511;57025938-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4512;57025132-TN;TN;GREY;J-JEANS;Bottoms;Jeans
4513;67040094-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses
4514;51715719-99;99;GREY;P-PLANA;Outerwear;Coats
4515;57050230-99;99;GREY;K-CIRCULAR;Tops;Tops
4516;57050230-43;43;GREEN;K-CIRCULAR;Tops;Tops
4517;47047131-05;05;WHITE;T-TRICOT;Bottoms;Skirts
4518;57010728-70;70;RED;P-PLANA;Bottoms;Skirts
4519;57050310-08;08;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4520;57026714-99;99;GREY;P-PLANA;Outerwear;Coats
4521;57013783-99;99;GREY;T-TRICOT;Tops;Tops
4522;57063797-99;99;GREY;P-PLANA;Bottoms;Trousers
4523;57010037-05;05;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4524;57024035-01;01;WHITE;K-CIRCULAR;Tops;T-shirt
4525;57035965-99;99;GREY;K-CIRCULAR;Tops;T-shirt
4526;57014776-50;50;BLUE;P-PLANA;Tops;Shirt
4527;57035805-09;09;WHITE;T-TRICOT;Tops;Cardigans
4528;57077737-35;35;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
4529;43025732-02;02;WHITE;J-JEANS;Bottoms;Jeans
4530;43057762-01;01;WHITE;P-PLANA;Bottoms;Trousers
4531;43097778-01;01;WHITE;J-JEANS;Bottoms;Jeans
4532;53080545-07;07;WHITE;T-TRICOT;Bottoms;Skirts
4533;53080574-08;08;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties
4534;53040628-02;02;WHITE;P-PLANA;Tops;Tops
4535;53030680-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses
4536;53050690-01;01;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4537;51053704-92;92;GREY;P-PLANA;Outerwear;Blazers
4538;53003736-50;50;BLUE;T-TRICOT;Tops;Sweater
4539;53063743-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4540;53043746-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
4541;53041017-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses
4542;53043754-56;56;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4543;53063772-92;92;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4544;51075736-49;49;GREEN;P-PLANA;Outerwear;Blazers
4545;53005760-92;92;GREY;P-PLANA;Bottoms;Trousers
4546;53065762-05;05;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4547;53015753-15;15;YELLOW;T-TRICOT;Tops;Sweater
4548;53077019-50;50;BLUE;T-TRICOT;Tops;Sweater
4549;57035132-06;06;WHITE;K-CIRCULAR;Tops;T-shirt
4550;57064379-30;30;BROWN;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
4551;47014026-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
4552;47085838-01;01;WHITE;J-JEANS;Bottoms;Jeans
4553;57042508-08;08;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4554;57050252-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
4555;57072001-92;92;GREY;K-CIRCULAR;Tops;Tops
4556;57040359-01;01;WHITE;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
4557;57020363-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
4558;57083795-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4559;57040350-70;70;RED;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
4560;57087702-99;99;GREY;O-POLIPIEL;Outerwear;Jackets
4561;57093797-65;65;PURPLE;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit
4562;57064007-85;85;PINK;K-CIRCULAR;Tops;T-shirt
4563;57010458-88;88;PINK;T-TRICOT;Tops;Tops
4564;57001095-01;01;WHITE;P-PLANA;Tops;Shirt
4565;57044008-05;05;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit
4566;57085138-99;99;GREY;P-PLANA;Outerwear;Blazers
4567;57034415-56;56;BLUE;K-CIRCULAR;Tops;T-shirt
4568;57053809-99;99;GREY;P-PLANA;Bottoms;Trousers
4569;57057737-94;94;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
4570;53080510-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
4571;53040524-56;56;BLUE;P-PLANA;Bottoms;Trousers
4572;43069071-02;02;WHITE;P-PLANA;Tops;Tops
4573;51060662-70;70;RED;K-CIRCULAR;Dresses, jumpsuits and Complete set;Jumpsuit
4574;53097656-17;17;YELLOW;P-PLANA;Outerwear;Coats
4575;53050730-56;56;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4576;53020602-52;52;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4577;51043029-70;70;RED;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4578;51093712-06;06;WHITE;P-PLANA;Outerwear;Blazers
4579;53055714-99;99;GREY;T-TRICOT;Tops;Sweater
4580;53070984-08;08;WHITE;P-PLANA;Bottoms;Skirts
4581;53063770-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4582;53015742-09;09;WHITE;T-TRICOT;Tops;Sweater
4583;53065737-50;50;BLUE;T-TRICOT;Tops;Sweater
4584;53027023-02;02;WHITE;P-PLANA;Tops;Shirt
4585;57055923-OR;OR;WHITE;K-CIRCULAR;Bottoms;Skirts
4586;57085919-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
4587;57075925-43;43;GREEN;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
4588;53055768-99;99;GREY;P-PLANA;Tops;Shirt
4589;47005851-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
4590;47075864-32;32;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties
4591;57050011-02;02;WHITE;P-PLANA;Tops;Shirt
4592;57020253-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases
4593;57010763-99;99;GREY;K-CIRCULAR;Tops;Tops
4594;57035138-TN;TN;GREY;J-JEANS;Bottoms;Jeans
4595;57042883-43;43;GREEN;P-PLANA;Outerwear;Blazers
4596;47087884-05;05;WHITE;J-JEANS;Bottoms;Skirts
4597;57073801-99;99;GREY;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses
4598;57093798-02;02;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4599;57093805-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
4600;57075966-70;70;RED;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4601;57095965-80;80;PINK;P-PLANA;Dresses, jumpsuits and Complete set;Dresses
4602;57041178-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
4603;57004054-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
4604;57055992-99;99;GREY;L-PIEL;Outerwear;Jackets
4605;57045797-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
4606;57005809-35;35;BROWN;T-TRICOT;Tops;Sweater
4607;57066312-99;99;GREY;K-CIRCULAR;Tops;T-shirt
4608;57064429-02;02;WHITE;P-PLANA;Accesories, Swim and Intimate;Intimate
4609;67020255-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4610;57075148-TM;TM;BLUE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags
4611;57074431-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4612;57007744-94;94;GREY;T-TRICOT;Tops;Sweater
4613;57027749-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
4614;57006030-43;43;GREEN;P-PLANA;Bottoms;Trousers
4615;57046729-05;05;WHITE;T-TRICOT;Tops;Sweater
4616;53050600-01;01;WHITE;P-PLANA;Bottoms;Trousers
4617;51030639-02;02;WHITE;K-CIRCULAR;Tops;T-shirt
4618;53070641-92;92;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4619;53083024-07;07;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4620;51070804-99;99;GREY;K-CIRCULAR;Tops;Tops
4621;51033727-92;92;GREY;P-PLANA;Outerwear;Blazers
4622;53083035-50;50;BLUE;T-TRICOT;Tops;Tops
4623;53080749-TO;TO;BLUE;J-JEANS;Dresses, jumpsuits and Complete set;Jumpsuit
4624;51095014-02;02;WHITE;P-PLANA;Tops;Shirt
4625;53015757-70;70;RED;T-TRICOT;Tops;Sweater
4626;57006706-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4627;57075130-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit
4628;57014004-08;08;WHITE;P-PLANA;Bottoms;Trousers
4629;57025132-37;37;BROWN;J-JEANS;Bottoms;Jeans
4630;57047696-37;37;BROWN;P-PLANA;Tops;Shirt
4631;57072509-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4632;57032879-05;05;WHITE;J-JEANS;Outerwear;Jackets
4633;57042887-05;05;WHITE;P-PLANA;Tops;Shirt
4634;57050470-01;01;WHITE;P-PLANA;Bottoms;Skirts
4635;57044021-94;94;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
4636;57084014-05;05;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves
4637;57095795-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses
4638;57007722-99;99;GREY;O-POLIPIEL;Bottoms;Trousers
4639;57007751-85;85;PINK;T-TRICOT;Tops;Sweater
4640;57046021-50;50;BLUE;K-CIRCULAR;Tops;Sweatshirts
4641;43060804-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery
4642;53070634-01;01;WHITE;P-PLANA;Tops;Shirt
4643;43047042-07;07;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear
4644;51080905-70;70;RED;P-PLANA;Tops;Tops
