;cod_modelo_color;cod_color_code;des_agrup_color_eng;des_fabric;des_product_category;des_product_family;des_filename
4058;67000260-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2024_67000260_99.jpg
4059;57027735-30;30;BROWN;T-TRICOT;Bottoms;Skirts;datathon/images/2023_57027735_30.jpg
4060;57048268-65;65;PURPLE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57048268_65.jpg
4061;57057743-76;76;RED;P-PLANA;Accesories, Swim and Intimate;Intimate;datathon/images/2023_57057743_76.jpg
4062;57057744-43;43;GREEN;P-PLANA;Accesories, Swim and Intimate;Intimate;datathon/images/2023_57057744_43.jpg
4063;57099093-88;88;PINK;P-PLANA;Tops;Tops;datathon/images/2023_57099093_88.jpg
4064;53020578-07;07;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties;datathon/images/2019_53020578_07.jpg
4065;53090588-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2019_53090588_99.jpg
4066;53060522-85;85;PINK;T-TRICOT;Tops;Tops;datathon/images/2019_53060522_85.jpg
4067;53030684-01;01;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_53030684_01.jpg
4068;53070773-01;01;WHITE;P-PLANA;Tops;Shirt;datathon/images/2019_53070773_01.jpg
4069;53050625-CU;CU;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_53050625_CU.jpg
4070;53003754-92;92;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_53003754_92.jpg
4071;53013752-79;79;RED;C-COMPLEMENTOS;Accesories, Swim and Intimate;Glasses;datathon/images/2019_53013752_79.jpg
4072;51003051-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_51003051_99.jpg
4073;51031021-43;43;GREEN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_51031021_43.jpg
4074;53049069-30;30;BROWN;P-PLANA;Outerwear;Coats;datathon/images/2019_53049069_30.jpg
4075;53011108-99;99;GREY;T-TRICOT;Tops;Sweater;datathon/images/2019_53011108_99.jpg
4076;57003650-52;52;BLUE;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_57003650_52.jpg
4077;57075916-43;43;GREEN;K-CIRCULAR;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2019_57075916_43.jpg
4078;57097685-70;70;RED;T-TRICOT;Tops;Sweater;datathon/images/2019_57097685_70.jpg
4079;57009027-02;02;WHITE;P-PLANA;Bottoms;Trousers;datathon/images/2019_57009027_02.jpg
4080;57015926-56;56;BLUE;T-TRICOT;Tops;Sweater;datathon/images/2019_57015926_56.jpg
4081;57017699-99;99;GREY;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_57017699_99.jpg
4082;57009044-99;99;GREY;P-PLANA;Tops;Shirt;datathon/images/2019_57009044_99.jpg
4083;57019215-99;99;GREY;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_57019215_99.jpg
4084;67060603-TN;TN;GREY;J-JEANS;Bottoms;Jeans;datathon/images/2020_67060603_TN.jpg
4085;47002528-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_47002528_OR.jpg
4086;47024760-30;30;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_47024760_30.jpg
4087;47024419-15;15;YELLOW;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_47024419_15.jpg
4088;47035844-02;02;WHITE;J-JEANS;Bottoms;Jeans;datathon/images/2023_47035844_02.jpg
4089;57030258-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases;datathon/images/2023_57030258_99.jpg
4090;57000359-01;01;WHITE;J-JEANS;Bottoms;Jeans;datathon/images/2023_57000359_01.jpg
4091;57095785-94;94;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves;datathon/images/2023_57095785_94.jpg
4092;57000422-70;70;RED;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_57000422_70.jpg
4093;57093795-50;50;BLUE;P-PLANA;Outerwear;Blazers;datathon/images/2023_57093795_50.jpg
4094;57002892-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57002892_99.jpg
4095;57043802-99;99;GREY;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57043802_99.jpg
4096;57015796-37;37;BROWN;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57015796_37.jpg
4097;57081179-99;99;GREY;P-PLANA;Bottoms;Trousers;datathon/images/2023_57081179_99.jpg
4098;57048267-09;09;WHITE;P-PLANA;Bottoms;Trousers;datathon/images/2023_57048267_09.jpg
4099;57036032-05;05;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves;datathon/images/2023_57036032_05.jpg
4100;53063023-92;92;GREY;P-PLANA;Tops;Tops;datathon/images/2019_53063023_92.jpg
4101;53090586-02;02;WHITE;P-PLANA;Tops;Shirt;datathon/images/2019_53090586_02.jpg
4102;53090616-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties;datathon/images/2019_53090616_99.jpg
4103;51000636-99;99;GREY;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_51000636_99.jpg
4104;51003031-01;01;WHITE;P-PLANA;Tops;Shirt;datathon/images/2019_51003031_01.jpg
4105;53033715-99;99;GREY;P-PLANA;Tops;Shirt;datathon/images/2019_53033715_99.jpg
4106;53030665-02;02;WHITE;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_53030665_02.jpg
4107;53083033-01;01;WHITE;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_53083033_01.jpg
4108;51050933-05;05;WHITE;P-PLANA;Bottoms;Trousers;datathon/images/2019_51050933_05.jpg
4109;53023044-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53023044_99.jpg
4110;51075014-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_51075014_99.jpg
4111;53035715-06;06;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2019_53035715_06.jpg
4112;53050987-01;01;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2019_53050987_01.jpg
4113;53061011-05;05;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases;datathon/images/2019_53061011_05.jpg
4114;51035023-05;05;WHITE;J-JEANS;Tops;Shirt;datathon/images/2019_51035023_05.jpg
4115;53017682-08;08;WHITE;P-PLANA;Outerwear;Puffer coats;datathon/images/2019_53017682_08.jpg
4116;53085768-30;30;BROWN;K-CIRCULAR;Bottoms;Trousers;datathon/images/2019_53085768_30.jpg
4117;51055776-92;92;GREY;P-PLANA;Tops;Shirt;datathon/images/2019_51055776_92.jpg
4118;57005931-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_57005931_OR.jpg
4119;57044754-99;99;GREY;T-TRICOT;Bottoms;Skirts;datathon/images/2019_57044754_99.jpg
4120;57014005-37;37;BROWN;P-PLANA;Tops;Shirt;datathon/images/2019_57014005_37.jpg
4121;57065932-99;99;GREY;P-PLANA;Outerwear;Jackets;datathon/images/2019_57065932_99.jpg
4122;57000033-01;01;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_57000033_01.jpg
4123;57010632-56;56;BLUE;P-PLANA;Bottoms;Shorts;datathon/images/2023_57010632_56.jpg
4124;57022511-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_57022511_PL.jpg
4125;57062504-56;56;BLUE;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57062504_56.jpg
4126;57012001-85;85;PINK;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2023_57012001_85.jpg
4127;57050184-43;43;GREEN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57050184_43.jpg
4128;57040460-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_57040460_OR.jpg
4129;57094404-65;65;PURPLE;T-TRICOT;Tops;Sweater;datathon/images/2023_57094404_65.jpg
4130;57003814-TM;TM;BLUE;J-JEANS;Bottoms;Jeans;datathon/images/2023_57003814_TM.jpg
4131;57015968-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties;datathon/images/2023_57015968_99.jpg
4132;57083805-02;02;WHITE;P-PLANA;Tops;Shirt;datathon/images/2023_57083805_02.jpg
4133;57073812-95;95;GREY;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57073812_95.jpg
4134;57087708-99;99;GREY;P-PLANA;Outerwear;Puffer coats;datathon/images/2023_57087708_99.jpg
4135;57095989-17;17;YELLOW;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57095989_17.jpg
4136;57053814-70;70;RED;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57053814_70.jpg
4137;57048271-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57048271_99.jpg
4138;57047743-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_57047743_OR.jpg
4139;57095809-95;95;GREY;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57095809_95.jpg
4140;57025813-05;05;WHITE;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57025813_05.jpg
4141;53080575-20;20;ORANGE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2019_53080575_20.jpg
4142;51040588-02;02;WHITE;P-PLANA;Bottoms;Skirts;datathon/images/2019_51040588_02.jpg
4143;53070616-07;07;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves;datathon/images/2019_53070616_07.jpg
4144;53050602-TM;TM;BLUE;J-JEANS;Bottoms;Shorts;datathon/images/2019_53050602_TM.jpg
4145;51033705-99;99;GREY;P-PLANA;Bottoms;Trousers;datathon/images/2019_51033705_99.jpg
4146;53030662-99;99;GREY;K-CIRCULAR;Tops;Tops;datathon/images/2019_53030662_99.jpg
4147;51050756-07;07;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_51050756_07.jpg
4148;53000843-43;43;GREEN;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_53000843_43.jpg
4149;53050867-56;56;BLUE;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53050867_56.jpg
4150;51063733-49;49;GREEN;P-PLANA;Bottoms;Trousers;datathon/images/2019_51063733_49.jpg
4151;51023740-43;43;GREEN;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_51023740_43.jpg
4152;53080681-37;37;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_53080681_37.jpg
4153;53000578-TO;TO;BLUE;J-JEANS;Bottoms;Jeans;datathon/images/2019_53000578_TO.jpg
4154;53033780-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53033780_99.jpg
4155;53005768-99;99;GREY;T-TRICOT;Tops;Sweater;datathon/images/2019_53005768_99.jpg
4156;53055031-99;99;GREY;P-PLANA;Tops;Shirt;datathon/images/2019_53055031_99.jpg
4157;53055036-99;99;GREY;T-TRICOT;Tops;Sweater;datathon/images/2019_53055036_99.jpg
4158;53010573-37;37;BROWN;J-JEANS;Bottoms;Jeans;datathon/images/2019_53010573_37.jpg
4159;57015932-CU;CU;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_57015932_CU.jpg
4160;57034754-99;99;GREY;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_57034754_99.jpg
4161;57006303-05;05;WHITE;P-PLANA;Tops;Shirt;datathon/images/2019_57006303_05.jpg
4162;57047656-99;99;GREY;P-PLANA;Bottoms;Skirts;datathon/images/2019_57047656_99.jpg
4163;57017692-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_57017692_99.jpg
4164;57065935-95;95;GREY;K-CIRCULAR;Tops;Sweatshirts;datathon/images/2019_57065935_95.jpg
4165;57059211-81;81;PINK;K-CIRCULAR;Bottoms;Trousers;datathon/images/2019_57059211_81.jpg
4166;57059210-99;99;GREY;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_57059210_99.jpg
4167;67080550-07;07;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2020_67080550_07.jpg
4168;57097699-TM;TM;BLUE;J-JEANS;Bottoms;Jeans;datathon/images/2019_57097699_TM.jpg
4169;57058631-99;99;GREY;P-PLANA;Tops;Shirt;datathon/images/2019_57058631_99.jpg
4170;47005939-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_47005939_99.jpg
4171;47034428-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_47034428_PL.jpg
4172;57062511-50;50;BLUE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases;datathon/images/2023_57062511_50.jpg
4173;47018650-99;99;GREY;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_47018650_99.jpg
4174;47049204-06;06;WHITE;P-PLANA;Bottoms;Skirts;datathon/images/2023_47049204_06.jpg
4175;47077885-TN;TN;GREY;J-JEANS;Bottoms;Skirts;datathon/images/2023_47077885_TN.jpg
4176;57034016-70;70;RED;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties;datathon/images/2023_57034016_70.jpg
4177;57043811-05;05;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57043811_05.jpg
4178;57034036-99;99;GREY;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57034036_99.jpg
4179;57015802-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57015802_99.jpg
4180;57035794-56;56;BLUE;T-TRICOT;Tops;Sweater;datathon/images/2023_57035794_56.jpg
4181;57005825-85;85;PINK;T-TRICOT;Tops;Sweater;datathon/images/2023_57005825_85.jpg
4182;57007754-99;99;GREY;T-TRICOT;Tops;Sweater;datathon/images/2023_57007754_99.jpg
4183;57025812-30;30;BROWN;P-PLANA;Tops;Shirt;datathon/images/2023_57025812_30.jpg
4184;57007770-68;68;PURPLE;T-TRICOT;Tops;Sweater;datathon/images/2023_57007770_68.jpg
4185;57017756-99;99;GREY;T-TRICOT;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57017756_99.jpg
4186;57057761-99;99;GREY;K-CIRCULAR;Accesories, Swim and Intimate;Intimate;datathon/images/2023_57057761_99.jpg
4187;43065748-02;02;WHITE;P-PLANA;Tops;Shirt;datathon/images/2019_43065748_02.jpg
4188;41069069-80;80;PINK;P-PLANA;Tops;Shirt;datathon/images/2019_41069069_80.jpg
4189;53030619-01;01;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_53030619_01.jpg
4190;53070609-99;99;GREY;P-PLANA;Tops;Tops;datathon/images/2019_53070609_99.jpg
4191;51030644-02;02;WHITE;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_51030644_02.jpg
4192;53000620-70;70;RED;K-CIRCULAR;Tops;Tops;datathon/images/2019_53000620_70.jpg
4193;53060821-TN;TN;GREY;J-JEANS;Bottoms;Skirts;datathon/images/2019_53060821_TN.jpg
4194;51041120-99;99;GREY;P-PLANA;Bottoms;Trousers;datathon/images/2019_51041120_99.jpg
4195;51065030-05;05;WHITE;P-PLANA;Bottoms;Trousers;datathon/images/2019_51065030_05.jpg
4196;53075765-11;11;YELLOW;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2019_53075765_11.jpg
4197;53041167-37;37;BROWN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53041167_37.jpg
4198;57005911-94;94;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves;datathon/images/2019_57005911_94.jpg
4199;57027883-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_57027883_OR.jpg
4200;57019212-30;30;BROWN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_57019212_30.jpg
4201;57039037-95;95;GREY;K-CIRCULAR;Tops;Sweater;datathon/images/2019_57039037_95.jpg
4202;57090025-99;99;GREY;P-PLANA;Tops;Shirt;datathon/images/2023_57090025_99.jpg
4203;57010644-70;70;RED;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57010644_70.jpg
4204;47029028-88;88;PINK;P-PLANA;Bottoms;Shorts;datathon/images/2023_47029028_88.jpg
4205;57010263-01;01;WHITE;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57010263_01.jpg
4206;57035959-TO;TO;BLUE;J-JEANS;Bottoms;Jeans;datathon/images/2023_57035959_TO.jpg
4207;57050475-01;01;WHITE;J-JEANS;Bottoms;Jeans;datathon/images/2023_57050475_01.jpg
4208;57040463-52;52;BLUE;K-CIRCULAR;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57040463_52.jpg
4209;57002535-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_57002535_OR.jpg
4210;57005970-30;30;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Belts and Ties;datathon/images/2023_57005970_30.jpg
4211;57025798-05;05;WHITE;K-CIRCULAR;Tops;Sweatshirts;datathon/images/2023_57025798_05.jpg
4212;57031179-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2023_57031179_OR.jpg
4213;57014427-78;78;RED;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57014427_78.jpg
4214;57087706-99;99;GREY;J-JEANS;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2023_57087706_99.jpg
4215;57095147-CU;CU;BROWN;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases;datathon/images/2023_57095147_CU.jpg
4216;57065149-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57065149_99.jpg
4217;57003826-05;05;WHITE;P-PLANA;Tops;Shirt;datathon/images/2023_57003826_05.jpg
4218;57087742-76;76;RED;P-PLANA;Accesories, Swim and Intimate;Intimate;datathon/images/2023_57087742_76.jpg
4219;57095808-01;01;WHITE;P-PLANA;Tops;Shirt;datathon/images/2023_57095808_01.jpg
4220;57066025-94;94;GREY;P-PLANA;Outerwear;Blazers;datathon/images/2023_57066025_94.jpg
4221;57088275-92;92;GREY;K-CIRCULAR;Tops;Tops;datathon/images/2023_57088275_92.jpg
4222;43003753-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_43003753_OR.jpg
4223;43065018-TC;TC;BLUE;J-JEANS;Bottoms;Jeans;datathon/images/2019_43065018_TC.jpg
4224;43063762-08;08;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_43063762_08.jpg
4225;53030605-02;02;WHITE;P-PLANA;Tops;Shirt;datathon/images/2019_53030605_02.jpg
4226;53070542-85;85;PINK;T-TRICOT;Tops;Sweater;datathon/images/2019_53070542_85.jpg
4227;53070602-TN;TN;GREY;J-JEANS;Outerwear;Jackets;datathon/images/2019_53070602_TN.jpg
4228;53070658-02;02;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2019_53070658_02.jpg
4229;51060677-37;37;BROWN;P-PLANA;Bottoms;Skirts;datathon/images/2019_51060677_37.jpg
4230;53003729-99;99;GREY;T-TRICOT;Tops;Sweater;datathon/images/2019_53003729_99.jpg
4231;51060897-TM;TM;BLUE;P-PLANA;Dresses, jumpsuits and Complete set;Jumpsuit;datathon/images/2019_51060897_TM.jpg
4232;51093029-56;56;BLUE;P-PLANA;Bottoms;Skirts;datathon/images/2019_51093029_56.jpg
4233;53023714-70;70;RED;T-TRICOT;Tops;Sweater;datathon/images/2019_53023714_70.jpg
4234;51073736-05;05;WHITE;P-PLANA;Outerwear;Coats;datathon/images/2019_51073736_05.jpg
4235;53060975-99;99;GREY;P-PLANA;Tops;Tops;datathon/images/2019_53060975_99.jpg
4236;53051043-07;07;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Hats, scarves and gloves;datathon/images/2019_53051043_07.jpg
4237;53033771-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_53033771_99.jpg
4238;53011121-70;70;RED;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_53011121_70.jpg
4239;51035029-43;43;GREEN;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_51035029_43.jpg
4240;53043053-99;99;GREY;K-CIRCULAR;Tops;Tops;datathon/images/2019_53043053_99.jpg
4241;53015780-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_53015780_99.jpg
4242;53103802-OR;OR;WHITE;C-COMPLEMENTOS;Accesories, Swim and Intimate;Jewellery;datathon/images/2019_53103802_OR.jpg
4243;57055920-78;78;RED;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_57055920_78.jpg
4244;57017687-11;11;YELLOW;T-TRICOT;Tops;Sweater;datathon/images/2019_57017687_11.jpg
4245;53005780-15;15;YELLOW;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_53005780_15.jpg
4246;57017689-43;43;GREEN;P-PLANA;Bottoms;Trousers;datathon/images/2019_57017689_43.jpg
4247;57087887-70;70;RED;T-TRICOT;Tops;Sweater;datathon/images/2019_57087887_70.jpg
4248;57007897-02;02;WHITE;K-CIRCULAR;Tops;T-shirt;datathon/images/2019_57007897_02.jpg
4249;57097695-70;70;RED;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2019_57097695_70.jpg
4250;57050004-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Footwear;datathon/images/2023_57050004_99.jpg
4251;47054030-99;99;GREY;P-PLANA;Bottoms;Trousers;datathon/images/2023_47054030_99.jpg
4252;47087123-05;05;WHITE;P-PLANA;Tops;Shirt;datathon/images/2023_47087123_05.jpg
4253;47085960-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_47085960_99.jpg
4254;57067702-99;99;GREY;P-PLANA;Outerwear;Puffer coats;datathon/images/2023_57067702_99.jpg
4255;57000244-01;01;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57000244_01.jpg
4256;57010257-01;01;WHITE;T-TRICOT;Tops;Tops;datathon/images/2023_57010257_01.jpg
4257;57001503-80;80;PINK;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57001503_80.jpg
4258;57006719-05;05;WHITE;P-PLANA;Outerwear;Coats;datathon/images/2023_57006719_05.jpg
4259;57082885-05;05;WHITE;K-CIRCULAR;Tops;T-shirt;datathon/images/2023_57082885_05.jpg
4260;57064016-01;01;WHITE;P-PLANA;Outerwear;Blazers;datathon/images/2023_57064016_01.jpg
4261;57050482-43;43;GREEN;K-CIRCULAR;Tops;Tops;datathon/images/2023_57050482_43.jpg
4262;57052003-01;01;WHITE;P-PLANA;Dresses, jumpsuits and Complete set;Dresses;datathon/images/2023_57052003_01.jpg
4263;57075982-08;08;WHITE;P-PLANA;Outerwear;Jackets;datathon/images/2023_57075982_08.jpg
4264;57005992-01;01;WHITE;P-PLANA;Tops;Shirt;datathon/images/2023_57005992_01.jpg
4265;57005805-09;09;WHITE;T-TRICOT;Tops;Sweater;datathon/images/2023_57005805_09.jpg
4266;57063813-TM;TM;BLUE;J-JEANS;Outerwear;Jackets;datathon/images/2023_57063813_TM.jpg
4267;57071177-52;52;BLUE;P-PLANA;Bottoms;Trousers;datathon/images/2023_57071177_52.jpg
4268;57014431-02;02;WHITE;P-PLANA;Accesories, Swim and Intimate;Intimate;datathon/images/2023_57014431_02.jpg
4269;57097725-52;52;BLUE;P-PLANA;Bottoms;Skirts;datathon/images/2023_57097725_52.jpg
4270;57065149-PL;PL;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2023_57065149_PL.jpg
4271;57089083-99;99;GREY;T-TRICOT;Tops;Cardigans;datathon/images/2023_57089083_99.jpg
4272;57085801-70;70;RED;C-COMPLEMENTOS;Accesories, Swim and Intimate;Intimate;datathon/images/2023_57085801_70.jpg
4273;57029098-99;99;GREY;K-CIRCULAR;Bottoms;Skirts;datathon/images/2023_57029098_99.jpg
4274;57067760-92;92;GREY;P-PLANA;Outerwear;Blazers;datathon/images/2023_57067760_92.jpg
4275;53050518-99;99;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Bags;datathon/images/2019_53050518_99.jpg
4276;53060576-92;92;GREY;C-COMPLEMENTOS;Accesories, Swim and Intimate;Wallets & cases;datathon/images/2019_53060576_92.jpg
